repeat,sample,opt_obj,upper_bound,lower_bound,total_iterations,exact_iterations,inexact_iterations,total_time,total_time_master,total_time_subproblem_exact,total_time_subproblem_pdl,investments
0,66,29595966.32218412,29595966.322184138,29595966.322184138,46,46,0,0.6019325256347656,0.23147940635681152,0.3704531192779541,0,"[90.0, -0.0, 244.0, -0.0, 58.0, -0.0]"
0,67,29182532.939268067,29182532.93926809,29182532.93926809,42,42,0,0.5591366291046143,0.20503568649291992,0.35410094261169434,0,"[105.0, -0.0, 246.0, -0.0, 57.0, -0.0]"
0,68,31953416.090164635,31953416.09016464,31953416.09016464,40,40,0,0.5339138507843018,0.21939492225646973,0.31451892852783203,0,"[122.0, -0.0, 249.0, -0.0, 59.0, -0.0]"
0,69,29622795.34574333,29622795.345743325,29622795.345743325,42,42,0,0.6233618259429932,0.2683279514312744,0.35503387451171875,0,"[99.0, -0.0, 256.0, -0.0, 60.0, -0.0]"
0,70,26241327.328284483,26241327.32828448,26241327.328284472,44,44,0,0.6167752742767334,0.2548971176147461,0.3618781566619873,0,"[76.0, -0.0, 233.0, -0.0, 54.0, -0.0]"
0,71,21889673.834229067,21889673.834229093,21889673.83422909,44,44,0,0.5403628349304199,0.18970060348510742,0.3506622314453125,0,"[107.0, -0.0, 205.0, -0.0, 46.0, 0.0]"
0,72,22028181.198306136,22028181.198306136,22028181.198306136,49,49,0,0.6647484302520752,0.25733470916748047,0.4074137210845947,0,"[63.0, -0.0, 186.0, -0.0, 50.0, -0.0]"
1,0,26047087.832061738,26047087.832061715,26047087.832061715,41,41,0,0.5535361766815186,0.22378206253051758,0.329754114151001,0,"[86.0, 1.0, 254.0, -0.0, 62.0, -0.0]"
1,1,31283421.92228425,31283421.92228425,31283421.92228425,40,40,0,0.49416494369506836,0.16714167594909668,0.3270232677459717,0,"[100.0, -0.0, 234.0, -0.0, 68.0, -0.0]"
1,2,30854735.95156652,30854735.951566502,30854735.9515665,47,47,0,0.724355936050415,0.35482001304626465,0.3695359230041504,0,"[102.0, -0.0, 247.0, -0.0, 61.0, -0.0]"
1,3,31778768.829191282,31778768.829191267,31778768.829191275,49,49,0,0.730766773223877,0.3134021759033203,0.41736459732055664,0,"[83.0, 12.0, 256.0, -0.0, 70.0, -0.0]"
1,4,33006522.664473403,33006522.66447337,33006522.664473366,56,56,0,0.7859189510345459,0.33789563179016113,0.44802331924438477,0,"[90.0, 14.0, 251.0, -0.0, 73.0, 1.0]"
1,5,34156576.33073264,34156576.33073263,34156576.330732636,49,49,0,0.6943552494049072,0.2876410484313965,0.40671420097351074,0,"[95.0, -0.0, 252.0, -0.0, 69.0, -0.0]"
1,6,32683277.264786474,32683277.26478646,32683277.26478641,50,50,0,0.731088399887085,0.3319969177246094,0.3990914821624756,0,"[115.0, -0.0, 260.0, -0.0, 74.0, -0.0]"
1,7,33045526.57953956,33045526.579539575,33045526.579539567,44,44,0,0.5781838893890381,0.2238142490386963,0.3543696403503418,0,"[149.0, 1.0, 249.0, -0.0, 73.0, -0.0]"
1,8,33251283.422663897,33251283.422663935,33251283.422663935,60,60,0,1.0284724235534668,0.5357182025909424,0.4927542209625244,0,"[76.0, 24.0, 238.0, 2073.0, 70.0, -0.0]"
1,9,29969433.549330022,29969433.549329996,29969433.549329996,63,63,0,1.062307596206665,0.5343427658081055,0.5279648303985596,0,"[107.0, -0.0, 249.0, 3461.0, 66.0, -0.0]"
1,10,29335473.39452561,29335473.394525606,29335473.394525606,72,72,0,1.3299646377563477,0.7292366027832031,0.6007280349731445,0,"[88.0, 4.0, 243.0, 3302.0, 64.0, -0.0]"
1,11,27080523.14145828,27080523.141458306,27080523.141458303,66,66,0,1.161339521408081,0.5978193283081055,0.5635201930999756,0,"[70.0, 9.0, 251.0, 3260.0, 62.0, -0.0]"
1,12,28335724.44464225,28335724.44464224,28335724.44464224,68,68,0,1.1147780418395996,0.5492827892303467,0.5654952526092529,0,"[97.0, -0.0, 223.0, 3975.0, 60.0, -0.0]"
1,13,23489222.542684548,23489222.54268455,23489222.54268455,69,69,0,1.2939403057098389,0.7104170322418213,0.5835232734680176,0,"[65.0, 2.0, 226.0, 2659.0, 55.0, 18.0]"
1,14,24537275.69054854,24537275.69054851,24537275.690548506,62,62,0,1.2844743728637695,0.7718183994293213,0.5126559734344482,0,"[72.0, 1.0, 238.0, 3265.0, 55.0, -0.0]"
1,15,23208052.78681407,23208052.786814056,23208052.78681405,78,78,0,1.4619886875152588,0.796445369720459,0.6655433177947998,0,"[75.0, 1.0, 229.0, 2579.0, 53.0, -0.0]"
1,16,24662755.564500965,24662755.564500954,24662755.56450095,73,73,0,1.249488353729248,0.6210956573486328,0.6283926963806152,0,"[98.0, -0.0, 223.0, 2531.0, 58.0, -0.0]"
1,17,23558447.156528227,23558447.156528234,23558447.156528234,68,68,0,1.2436378002166748,0.678520917892456,0.5651168823242188,0,"[67.0, -0.0, 215.0, 3621.0, 53.0, -0.0]"
1,18,21189248.60992637,21189248.609926373,21189248.60992637,69,69,0,1.101759672164917,0.5162768363952637,0.5854828357696533,0,"[65.0, -0.0, 191.0, 2698.0, 52.0, 104.0]"
1,19,20324565.100870986,20324565.100870997,20324565.100870967,85,85,0,1.5834450721740723,0.8658120632171631,0.7176330089569092,0,"[-0.0, 17.0, 184.0, 2497.0, 46.0, 439.0]"
1,20,18126230.692286234,18126230.692286268,18126230.69228627,102,102,0,2.0910770893096924,1.206697702407837,0.8843793869018555,0,"[46.0, 14.0, 171.0, 2306.0, 39.0, 217.0]"
1,21,17353277.912773166,17353277.91277317,17353277.91277317,81,81,0,1.2781658172607422,0.5823116302490234,0.6958541870117188,0,"[62.0, -0.0, 170.0, 2233.0, 40.0, -0.0]"
1,22,17844324.545853395,17844324.545853414,17844324.545853414,92,92,0,1.8325986862182617,1.0159029960632324,0.8166956901550293,0,"[52.0, 3.0, 169.0, 2297.0, 39.0, 35.0]"
1,23,19210399.622772664,19210399.622772686,19210399.62277269,83,83,0,1.4629876613616943,0.7572517395019531,0.7057359218597412,0,"[58.0, -0.0, 185.0, 2938.0, 42.0, 101.0]"
1,24,16549886.033973323,16549886.03397333,16549886.033973329,78,78,0,1.2419278621673584,0.5742120742797852,0.6677157878875732,0,"[56.0, -0.0, 170.0, 2432.0, 39.0, -0.0]"
1,25,16408315.113327542,16408315.113327544,16408315.113327544,98,98,0,2.0833537578582764,1.2502515316009521,0.8331022262573242,0,"[52.0, 10.0, 162.0, 2391.0, 37.0, 147.0]"
1,26,16210636.112717444,16210636.112717435,16210636.112717435,93,93,0,1.5138623714447021,0.7309889793395996,0.7828733921051025,0,"[60.0, -0.0, 170.0, 2128.0, 37.0, 129.0]"
1,27,16985094.081602007,16985094.081602015,16985094.081602015,105,105,0,2.4865903854370117,1.5973107814788818,0.8892796039581299,0,"[46.0, 20.0, 165.0, 2637.0, 38.0, 295.0]"
1,28,15428866.189266153,15428866.189266158,15428866.189266156,90,90,0,1.8136653900146484,1.0350306034088135,0.778634786605835,0,"[57.0, -0.0, 176.0, 2300.0, 37.0, 274.0]"
1,29,17804265.43480101,17804265.434800975,17804265.434800975,95,95,0,2.0292680263519287,1.2070157527923584,0.8222522735595703,0,"[45.0, -0.0, 176.0, 3181.0, 38.0, 222.0]"
1,30,16440999.330924276,16440999.330924274,16440999.330924276,95,95,0,2.2037155628204346,1.3710806369781494,0.8326349258422852,0,"[46.0, 4.0, 166.0, 2592.0, 39.0, 119.0]"
1,31,15949531.010276351,15949531.010276342,15949531.01027634,88,88,0,1.5611903667449951,0.797776460647583,0.7634139060974121,0,"[62.0, -0.0, 174.0, 2514.0, 35.0, 385.0]"
1,32,15833845.116530396,15833845.116530422,15833845.116530418,96,96,0,1.5303411483764648,0.7026157379150391,0.8277254104614258,0,"[60.0, 1.0, 162.0, 2314.0, 38.0, 122.0]"
1,33,18452589.33319558,18452589.333195597,18452589.33319548,97,97,0,2.058427572250366,1.2041819095611572,0.854245662689209,0,"[45.0, 1.0, 177.0, 3290.0, 38.0, 245.0]"
1,34,17520820.193474054,17520820.19347406,17520820.19347406,105,105,0,2.1015422344207764,1.203805685043335,0.8977365493774414,0,"[60.0, 18.0, 163.0, 3120.0, 36.0, 301.0]"
1,35,16250464.717147708,16250464.717147708,16250464.717147708,111,111,0,2.828460693359375,1.8549444675445557,0.9735162258148193,0,"[24.0, 2.0, 185.0, 2414.0, 37.0, 481.0]"
1,36,16991187.066727255,16991187.06672726,16991187.06672726,100,100,0,2.3287692070007324,1.4453532695770264,0.883415937423706,0,"[52.0, -0.0, 182.0, 2130.0, 40.0, 402.0]"
